,class,precision,recall,F1,accuracy,MAE,MPE,mean_F1_ev0
0,classifier,0.5346534653465347,0.3576158940397351,0.42857142857142855,0.2727272727272727,5.0,0.033112582781456956,0.5517537204144399
0,classifier10,0.723404255319149,0.2251655629139073,0.3434343434343435,0.2073170731707317,10.4,0.06887417218543046,0.40680379746835443
0,classifier11,0.7238095238095238,0.5033112582781457,0.59375,0.4222222222222222,4.6,0.030463576158940398,0.5345784937572116
0,classifier12,0.8205128205128205,0.423841059602649,0.5589519650655023,0.3878787878787879,7.3,0.048344370860927154,0.5123809523809524
0,classifier13,0.14285714285714285,0.006622516556291391,0.012658227848101266,0.006369426751592357,14.4,0.09536423841059602,0.0625
0,classifier14,0.75,0.17880794701986755,0.2887700534759358,0.16875,11.5,0.076158940397351,0.32595123561592154
0,classifier15,0.7317073170731707,0.3973509933774834,0.5150214592274678,0.3468208092485549,6.9,0.0456953642384106,0.47069912721186036
0,classifier16,0.8333333333333334,0.09933774834437085,0.17751479289940827,0.09740259740259741,13.3,0.08807947019867549,0.3375184669827527
0,classifier17,0.7272727272727273,0.2119205298013245,0.3282051282051282,0.19631901840490798,10.7,0.07086092715231787,0.2969035594035594
0,classifier18,0.8615384615384616,0.3708609271523179,0.5185185185185185,0.35,8.6,0.05695364238410596,0.44136775922490207
0,classifier19,0.7719298245614035,0.2913907284768212,0.4230769230769231,0.2682926829268293,9.4,0.06225165562913907,0.38224996913636466
0,classifier2,0.7745098039215687,0.5231788079470199,0.6245059288537549,0.4540229885057471,4.9,0.03245033112582781,0.5877429035323772
0,classifier20,0.7592592592592593,0.271523178807947,0.39999999999999997,0.25,9.7,0.06423841059602649,0.27978887648361667
0,classifier200,1.0,0.059602649006622516,0.11249999999999999,0.059602649006622516,14.2,0.09403973509933775,0.27591973244147155
0,classifier201,0.2903225806451613,0.2980132450331126,0.29411764705882354,0.1724137931034483,-0.4,-0.0026490066225165563,0.515244177260917
0,classifier202,0.8055555555555556,0.3841059602649007,0.5201793721973095,0.3515151515151515,7.9,0.05231788079470199,0.5388943785682917
0,classifier21,0.8688524590163934,0.3509933774834437,0.5,0.3333333333333333,9.0,0.05960264900662252,0.4259221681096681
0,classifier22,0.881578947368421,0.44370860927152317,0.5903083700440528,0.41875,7.5,0.04966887417218543,0.49543650793650795
0,classifier23,0.0,0.0,,0.0,15.0,0.09933774834437085,
0,classifier24,0.3,0.019867549668874173,0.03726708074534162,0.0189873417721519,14.1,0.09337748344370861,0.16835016835016833
0,classifier25,0.0,0.0,,0.0,14.5,0.09602649006622517,
0,classifier3,0.7788461538461539,0.5364238410596026,0.6352941176470588,0.46551724137931033,4.7,0.031125827814569535,0.535625131820784
0,classifier4,0.9315068493150684,0.4503311258278146,0.6071428571428571,0.4358974358974359,7.8,0.051655629139072845,0.5356402369560265
0,classifier5,0.7536231884057971,0.3443708609271523,0.4727272727272727,0.30952380952380953,8.2,0.054304635761589407,0.45030953350388087
0,classifier6,0.8295454545454546,0.48344370860927155,0.6108786610878661,0.4397590361445783,6.3,0.041721854304635764,0.5197680240320428
0,classifier7,0.8275862068965517,0.15894039735099338,0.26666666666666666,0.15384615384615385,12.2,0.08079470198675497,0.42635327635327636
0,classifier8,0.9210526315789473,0.46357615894039733,0.6167400881057269,0.445859872611465,7.5,0.04966887417218543,0.5532009657009658
0,classifier9,0.7586206896551724,0.1456953642384106,0.24444444444444444,0.13924050632911392,12.2,0.08079470198675497,0.36693171049514334
0,classifierBayes1,,0.0,,0.0,15.1,0.1,
0,classifierBayes2,,0.0,,0.0,15.1,0.1,
0,classifierbayes3,,0.0,,0.0,15.1,0.1,
