,class,precision,recall,F1,accuracy,MAE,MPE,mean_F1_ev0,precision_geno_ttest_pval,recall_geno_ttest_pval,F1_geno_ttest_pval
0,classifier,0.06649616368286446,0.17218543046357615,0.0959409594095941,0.050387596899224806,-24.0,-0.15894039735099336,0.34882078705608116,0.00010326103544621393,0.0001916674689517139,0.00011575936799830078
0,classifier10,0.15891472868217055,0.271523178807947,0.20048899755501223,0.11141304347826086,-10.7,-0.07086092715231787,0.30424379214545666,0.001496483099554791,7.461539923704086e-05,0.0002629286883244921
0,classifier11,0.16806722689075632,0.3973509933774834,0.23622047244094488,0.13392857142857142,-20.6,-0.13642384105960265,0.3571031500775849,0.0002161847787577292,0.00021470900177874026,3.980160344067364e-05
0,classifier12,0.06593406593406594,0.039735099337748346,0.049586776859504134,0.025423728813559324,6.0,0.03973509933774834,0.572192513368984,0.06516600081517444,6.357431984406025e-05,0.18353176817149364
0,classifier13,,0.0,,0.0,15.1,0.1,,--,0.0,--
0,classifier14,,0.0,,0.0,15.1,0.1,,--,0.0,--
0,classifier15,,0.0,,0.0,15.1,0.1,,--,0.0,--
0,classifier16,,0.0,,0.0,15.1,0.1,,--,0.0,--
0,classifier17,,0.0,,0.0,15.1,0.1,,--,0.0,--
0,classifier18,,0.0,,0.0,15.1,0.1,,--,0.0,--
0,classifier19,,0.0,,0.0,15.1,0.1,,--,0.0,--
0,classifier2,,0.0,,0.0,15.1,0.1,,--,0.0,--
0,classifier20,,0.0,,0.0,15.1,0.1,,--,0.0,--
0,classifier200,,0.0,,0.0,15.1,0.1,,--,0.0,--
0,classifier201,,0.0,,0.0,15.1,0.1,,--,0.0,--
0,classifier202,,0.0,,0.0,15.1,0.1,,--,0.0,--
0,classifier21,,0.0,,0.0,15.1,0.1,,--,0.0,--
0,classifier22,,0.0,,0.0,15.1,0.1,,--,0.0,--
0,classifier23,,0.0,,0.0,15.1,0.1,,--,0.0,--
0,classifier24,,0.0,,0.0,15.1,0.1,,--,0.0,--
0,classifier25,,0.0,,0.0,15.1,0.1,,--,0.0,--
0,classifier3,,0.0,,0.0,15.1,0.1,,--,0.0,--
0,classifier4,,0.0,,0.0,15.1,0.1,,--,0.0,--
0,classifier5,,0.0,,0.0,15.1,0.1,,--,0.0,--
0,classifier6,,0.0,,0.0,15.1,0.1,,--,0.0,--
0,classifier7,,0.0,,0.0,15.1,0.1,,--,0.0,--
0,classifier8,,0.0,,0.0,15.1,0.1,,--,0.0,--
0,classifier9,,0.0,,0.0,15.1,0.1,,--,0.0,--
